game_id,game,date,time,round,phase,season_code,score_a,score_b,team_a,team_b,team_id_a,team_id_b,coach_a,coach_b,game_time,remaining_partial_time,referee_1,referee_2,referee_3,stadium,capacity,w_id,fouls_a,fouls_b,timeouts_a,timeouts_b,score_quarter_1_a,score_quarter_2_a,score_quarter_3_a,score_quarter_4_a,score_quarter_1_b,score_quarter_2_b,score_quarter_3_b,score_quarter_4_b,score_extra_time_1_a,score_extra_time_2_a,score_extra_time_3_a,score_extra_time_4_a,score_extra_time_1_b,score_extra_time_2_b,score_extra_time_3_b,score_extra_time_4_b
E2023_219,MAD-ASV,2024-02-01,20:45:00,25,REGULAR SEASON,E2023,86,79,REAL MADRID,LDLC ASVEL VILLEURBANNE,MAD,ASV,"MATEO, CHUS","POUPET, PIERRIC",40:00,00:00,"HORDOV, TOMISLAV","SHEMMESH, SEFFI","LEZCANO, LEANDRO",WIZINK CENTER,5984,80,15,18,0,1,24,45,62,86,18,35,50,79,,,,,,,,
E2023_220,BAS-TEL,2024-02-01,20:30:00,25,REGULAR SEASON,E2023,92,82,BASKONIA VITORIA-GASTEIZ,MACCABI PLAYTIKA TEL AVIV,BAS,TEL,"IVANOVIC, DUSKO","KATTASH, ODED",40:00,00:00,"MOGULKOC, EMIN","JOVCIC, MILIVOJE","KOWALSKI, MARCIN",BUESA ARENA,8057,80,16,14,4,5,20,54,73,92,26,47,63,82,,,,,,,,
E2023_221,IST-MIL,2024-02-02,18:30:00,25,REGULAR SEASON,E2023,79,73,ANADOLU EFES ISTANBUL,EA7 EMPORIO ARMANI MILAN,IST,MIL,"MIJATOVIC, TOMISLAV","MESSINA, ETTORE",40:00,00:00,"PEREZ, MIGUEL ANGEL","KARDUM, LUKA","BAENA, ALBERTO",SINAN ERDEM SPORTS HALL,12074,80,13,17,2,4,15,34,64,79,15,43,50,73,,,,,,,,
E2023_222,MCO-ULK,2024-02-02,20:30:00,25,REGULAR SEASON,E2023,76,69,AS MONACO,FENERBAHCE BEKO ISTANBUL,MCO,ULK,"OBRADOVIC, SASA","JASIKEVICIUS, SARAS",40:00,00:00,"JAVOR, DAMIR","FOUFIS, IOANNIS","BALAK, AMIT",SALLE GASTON MEDECIN,4654,80,21,28,4,4,21,36,55,76,25,44,61,69,,,,,,,,
E2023_223,RED-BAR,2024-02-02,20:00:00,25,REGULAR SEASON,E2023,76,85,CRVENA ZVEZDA MERIDIANBET BELGRADE,FC BARCELONA,RED,BAR,"SFAIROPOULOS, IOANNIS","GRIMAU, ROGER",40:00,00:00,"ROCHA, FERNANDO","RACYS, SAULIUS","KONSTANTINOVS, KRISTAPS",STARK ARENA,20875,80,16,20,4,3,17,32,51,76,18,45,64,85,,,,,,,,
E2023_224,VIR-PAR,2024-02-02,20:30:00,25,REGULAR SEASON,E2023,88,84,VIRTUS SEGAFREDO BOLOGNA,PARTIZAN MOZZART BET BELGRADE,VIR,PAR,"BANCHI, LUCA","OBRADOVIC, ZELJKO",40:00,00:00,"LOTTERMOSER, ROBERT","PUKL,SASA","TRAWICKI, TOMASZ",VIRTUS SEGAFREDO ARENA,9601,80,24,25,3,5,19,35,62,86,19,31,58,84,,,,,,,,
E2023_225,ZAL-PAN,2024-02-02,19:00:00,25,REGULAR SEASON,E2023,80,68,ZALGIRIS KAUNAS,PANATHINAIKOS AKTOR ATHENS,ZAL,PAN,"TRINCHIERI, ANDREA","ATAMAN, ERGIN",40:00,00:00,"RADOVIC, SRETEN","PASTUSIAK, PIOTR","CORTES, CARLOS",ZALGIRIO ARENA,15074,80,22,13,2,2,25,44,64,80,25,38,56,68,,,,,,,,
E2023_226,MIL-MAD,2024-02-08,20:30:00,26,REGULAR SEASON,E2023,81,76,EA7 EMPORIO ARMANI MILAN,REAL MADRID,MIL,MAD,"MESSINA, ETTORE","MATEO DIEZ, JESUS ALFONSO",40:00,00:00,"BOLTAUZER, MATEJ","DIFALLAH, MEHDI","TRAWICKI, TOMASZ",FORUM,12000,80,22,24,3,5,23,48,66,81,19,29,54,76,,,,,,,,
E2023_227,IST-TEL,2024-02-08,18:30:00,26,REGULAR SEASON,E2023,105,91,ANADOLU EFES ISTANBUL,MACCABI PLAYTIKA TEL AVIV,IST,TEL,"MIJATOVIC, TOMISLAV","KATTASH, ODED",40:00,00:00,"PEREZ, EMILIO","LATISEVS, OLEGS","THEPENIER, HUGUES",ARENA RIGA,7493,80,20,20,3,4,29,50,77,105,27,51,75,91,,,,,,,,
E2023_228,PAM-OLY,2024-02-08,20:30:00,26,REGULAR SEASON,E2023,65,78,VALENCIA BASKET,OLYMPIACOS PIRAEUS,PAM,OLY,"MUMBRU, ALEX","BARTZOKAS, GEORGIOS",40:00,00:00,"RADOVIC, SRETEN","PUKL,SASA","VILIUS, GYTIS",PABELLON FUENTE DE SAN LUIS,7017,80,25,24,3,3,19,39,48,65,21,40,60,78,,,,,,,,
E2023_229,PAR-MUN,2024-02-08,20:30:00,26,REGULAR SEASON,E2023,78,79,PARTIZAN MOZZART BET BELGRADE,FC BAYERN MUNICH,PAR,MUN,"OBRADOVIC, ZELJKO","LASO, PABLO",40:00,00:00,"ROCHA, FERNANDO","PERUGA, CARLOS","RACYS, SAULIUS",STARK ARENA,20174,80,23,17,5,5,23,45,63,78,26,41,59,79,,,,,,,,
E2023_230,BAS-ASV,2024-02-08,20:30:00,26,REGULAR SEASON,E2023,94,80,BASKONIA VITORIA-GASTEIZ,LDLC ASVEL VILLEURBANNE,BAS,ASV,"IVANOVIC, DUSKO","POUPET, PIERRIC",40:00,00:00,"BELOSEVIC, ILIJA","NIKOLIC, UROS","PASTUSIAK, PIOTR",BUESA ARENA,7335,80,17,19,1,0,23,52,71,94,20,39,61,80,,,,,,,,
E2023_231,RED-ZAL,2024-02-09,20:00:00,26,REGULAR SEASON,E2023,91,93,CRVENA ZVEZDA MERIDIANBET BELGRADE,ZALGIRIS KAUNAS,RED,ZAL,"SFAIROPOULOS, IOANNIS","TRINCHIERI, ANDREA",40:00,00:00,"GARCIA, JUAN CARLOS","PATERNICO, CARMELO","ALIAGA, JORDI",STARK ARENA,18754,80,24,22,5,5,22,45,65,91,23,45,68,93,,,,,,,,
E2023_232,BAR-BER,2024-02-09,20:30:00,26,REGULAR SEASON,E2023,93,77,FC BARCELONA,ALBA BERLIN,BAR,BER,"GRIMAU, ROGER","GONZALEZ, ISRAEL",40:00,00:00,"JOVCIC, MILIVOJE","FOUFIS, IOANNIS","ROSSI, MICHELE",PALAU BLAUGRANA,6976,80,21,18,3,3,31,51,80,93,26,39,51,77,,,,,,,,
E2023_233,PAN-ULK,2024-02-09,20:15:00,26,REGULAR SEASON,E2023,74,63,PANATHINAIKOS AKTOR ATHENS,FENERBAHCE BEKO ISTANBUL,PAN,ULK,"ATAMAN, ERGIN","JASIKEVICIUS, SARAS",40:00,00:00,"PEREZ, MIGUEL ANGEL","KOLJENSIC, MILOS","KARDUM, LUKA",OAKA Altion,17729,80,20,26,1,5,13,38,57,74,21,30,47,63,,,,,,,,
E2023_234,VIR-MCO,2024-02-09,20:30:00,26,REGULAR SEASON,E2023,78,81,VIRTUS SEGAFREDO BOLOGNA,AS MONACO,VIR,MCO,"BANCHI, LUCA","OBRADOVIC, SASA",40:00,00:00,"HORDOV, TOMISLAV","NEDOVIC, MILAN","PETEK, SASO",VIRTUS SEGAFREDO ARENA,9506,80,29,23,4,3,16,35,54,78,21,45,60,81,,,,,,,,
E2023_235,BER-TEL,2024-02-29,20:00:00,27,REGULAR SEASON,E2023,71,106,ALBA BERLIN,MACCABI PLAYTIKA TEL AVIV,BER,TEL,"GONZALEZ, ISRAEL","KATTASH, ODED",40:00,00:00,"PERUGA, CARLOS","CORTES, CARLOS","TSAROUCHA, VASILIKI",MERCEDES-BENZ ARENA,7751,80,18,15,2,1,15,38,56,71,27,57,87,106,,,,,,,,
E2023_236,PAR-IST,2024-02-29,20:30:00,27,REGULAR SEASON,E2023,100,90,PARTIZAN MOZZART BET BELGRADE,ANADOLU EFES ISTANBUL,PAR,IST,"OBRADOVIC, ZELJKO","MIJATOVIC, TOMISLAV",40:00,00:00,"DIFALLAH, MEHDI","VILIUS, GYTIS","KONSTANTINOVS, KRISTAPS",STARK ARENA,20200,80,18,21,4,4,17,43,64,100,20,40,59,90,,,,,,,,
E2023_237,MAD-PAN,2024-02-29,20:45:00,27,REGULAR SEASON,E2023,86,97,REAL MADRID,PANATHINAIKOS AKTOR ATHENS,MAD,PAN,"MATEO, CHUS","ATAMAN, ERGIN",40:00,00:00,"BOLTAUZER, MATEJ","MOGULKOC, EMIN","BISSANG, JOSEPH",WIZINK CENTER,10828,80,18,18,5,4,24,36,61,86,18,45,67,97,,,,,,,,
E2023_238,VIR-PAM,2024-02-29,20:30:00,27,REGULAR SEASON,E2023,87,74,VIRTUS SEGAFREDO BOLOGNA,VALENCIA BASKET,VIR,PAM,"BANCHI, LUCA","MUMBRU, ALEX",40:00,00:00,"JAVOR, DAMIR","NIKOLIC, UROS","PEERANDI, RAIN",VIRTUS SEGAFREDO ARENA,9589,80,21,23,2,4,18,44,65,87,20,32,57,74,,,,,,,,
E2023_239,ZAL-OLY,2024-03-01,19:00:00,27,REGULAR SEASON,E2023,76,95,ZALGIRIS KAUNAS,OLYMPIACOS PIRAEUS,ZAL,OLY,"TRINCHIERI, ANDREA","BARTZOKAS, GEORGIOS",40:00,00:00,"BELOSEVIC, ILIJA","NEDOVIC, MILAN","BAENA, ALBERTO",ZALGIRIO ARENA,15222,80,20,16,4,3,20,39,56,76,23,41,69,95,,,,,,,,
E2023_240,BAR-MCO,2024-03-01,20:30:00,27,REGULAR SEASON,E2023,67,77,FC BARCELONA,AS MONACO,BAR,MCO,"GRIMAU, ROGER","OBRADOVIC, SASA",40:00,00:00,"RADOVIC, SRETEN","SHEMMESH, SEFFI","PETEK, SASO",PALAU BLAUGRANA,7045,80,21,22,4,4,21,35,51,67,12,33,60,77,,,,,,,,
E2023_241,MUN-RED,2024-03-01,20:30:00,27,REGULAR SEASON,E2023,74,66,FC BAYERN MUNICH,CRVENA ZVEZDA MERIDIANBET BELGRADE,MUN,RED,"LASO, PABLO","SFAIROPOULOS, IOANNIS",40:00,00:00,"PEREZ, MIGUEL ANGEL","FOUFIS, IOANNIS","VYKLICKY, ROBERT",BMW PARK,0,80,16,19,4,4,20,32,53,74,19,27,46,66,,,,,,,,
E2023_242,ULK-BAS,2024-03-01,18:45:00,27,REGULAR SEASON,E2023,111,96,FENERBAHCE BEKO ISTANBUL,BASKONIA VITORIA-GASTEIZ,ULK,BAS,"JASIKEVICIUS, SARAS","IVANOVIC, DUSKO",40:00,00:00,"LOTTERMOSER, ROBERT","HORDOV, TOMISLAV","SUKYS, ARTURAS",ULKER SPORTS AND EVENT HALL,10730,80,16,15,4,4,32,55,78,111,34,54,78,96,,,,,,,,
E2023_243,ASV-MIL,2024-03-01,20:00:00,27,REGULAR SEASON,E2023,81,77,LDLC ASVEL VILLEURBANNE,EA7 EMPORIO ARMANI MILAN,ASV,MIL,"POUPET, PIERRIC","MESSINA, ETTORE",40:00,00:00,"ROCHA, FERNANDO","PEREZ, EMILIO","PANTHER, ANNE",LDLC ARENA,8684,80,22,22,2,4,22,39,62,81,13,35,56,77,,,,,,,,
E2023_244,IST-MUN,2024-03-07,18:30:00,28,REGULAR SEASON,E2023,109,86,ANADOLU EFES ISTANBUL,FC BAYERN MUNICH,IST,MUN,"MIJATOVIC, TOMISLAV","LASO, PABLO",40:00,00:00,"BOLTAUZER, MATEJ","PEERANDI, RAIN","KOWALSKI, MARCIN",SINAN ERDEM SPORTS HALL,14761,80,19,20,3,5,26,53,88,109,28,49,65,86,,,,,,,,
E2023_245,MCO-RED,2024-03-07,19:00:00,28,REGULAR SEASON,E2023,98,80,AS MONACO,CRVENA ZVEZDA MERIDIANBET BELGRADE,MCO,RED,"OBRADOVIC, SASA","SFAIROPOULOS, IOANNIS",40:00,00:00,"PERUGA, CARLOS","RACYS, SAULIUS","KARDUM, LUKA",SALLE GASTON MEDECIN,5000,80,19,29,1,5,25,46,69,98,17,38,60,80,,,,,,,,
E2023_246,TEL-ZAL,2024-03-07,20:05:00,28,REGULAR SEASON,E2023,83,76,MACCABI PLAYTIKA TEL AVIV,ZALGIRIS KAUNAS,TEL,ZAL,"KATTASH, ODED","TRINCHIERI, ANDREA",40:00,00:00,"PEREZ, MIGUEL ANGEL","PUKL,SASA","PANTHER, ANNE",ALEKSANDAR NIKOLIC HALL,0,80,18,20,4,5,21,42,56,83,21,40,62,76,,,,,,,,
E2023_247,OLY-VIR,2024-03-07,21:00:00,28,REGULAR SEASON,E2023,74,69,OLYMPIACOS PIRAEUS,VIRTUS SEGAFREDO BOLOGNA,OLY,VIR,"BARTZOKAS, GEORGIOS","BANCHI, LUCA",40:00,00:00,"ROCHA, FERNANDO","PEREZ, EMILIO","PETEK, SASO",PEACE AND FRIENDSHIP STADIUM,12239,80,21,25,4,5,21,37,57,74,22,46,51,69,,,,,,,,
E2023_248,MAD-ULK,2024-03-07,20:45:00,28,REGULAR SEASON,E2023,79,89,REAL MADRID,FENERBAHCE BEKO ISTANBUL,MAD,ULK,"MATEO, CHUS","JASIKEVICIUS, SARAS",40:00,00:00,"JAVOR, DAMIR","DIFALLAH, MEHDI","JOVCIC, MILIVOJE",WIZINK CENTER,10127,80,21,26,4,2,15,33,58,79,20,43,67,89,,,,,,,,
E2023_249,PAM-BAR,2024-03-07,20:30:00,28,REGULAR SEASON,E2023,78,88,VALENCIA BASKET,FC BARCELONA,PAM,BAR,"MUMBRU, ALEX","GRIMAU, ROGER",40:00,00:00,"LOTTERMOSER, ROBERT","NEDOVIC, MILAN","CICI, GENTIAN",PABELLON FUENTE DE SAN LUIS,7437,80,17,19,3,3,18,42,57,78,18,37,59,88,,,,,,,,
E2023_250,MIL-PAR,2024-03-08,20:30:00,28,REGULAR SEASON,E2023,85,83,EA7 EMPORIO ARMANI MILAN,PARTIZAN MOZZART BET BELGRADE,MIL,PAR,"MESSINA, ETTORE","OBRADOVIC, ZELIMIR",40:00,00:00,"MOGULKOC, EMIN","BISSANG, JOSEPH","CORTES, CARLOS",FORUM,12192,80,20,17,3,5,22,41,64,85,21,40,67,83,,,,,,,,
E2023_251,PAN-ASV,2024-03-08,20:15:00,28,REGULAR SEASON,E2023,85,67,PANATHINAIKOS AKTOR ATHENS,LDLC ASVEL VILLEURBANNE,PAN,ASV,"ATAMAN, ERGIN","POUPET, PIERRIC",40:00,00:00,"BELOSEVIC, ILIJA","HORDOV, TOMISLAV","VYKLICKY, ROBERT",OAKA Altion,15504,80,13,18,1,3,20,38,59,85,17,36,50,67,,,,,,,,
E2023_252,BAS-BER,2024-03-08,20:30:00,28,REGULAR SEASON,E2023,88,71,BASKONIA VITORIA-GASTEIZ,ALBA BERLIN,BAS,BER,"IVANOVIC, DUSKO","GONZALEZ, ISRAEL",40:00,00:00,"RADOVIC, SRETEN","ZAMOJSKI, JAKUB","ROSSI, MICHELE",BUESA ARENA,8226,80,19,18,1,2,23,42,63,88,10,34,47,71,,,,,,,,
E2023_253,BER-MCO,2024-03-14,20:00:00,29,REGULAR SEASON,E2023,82,90,ALBA BERLIN,AS MONACO,BER,MCO,"GONZALEZ, ISRAEL","OBRADOVIC, SASA",40:00,00:00,"JAVOR, DAMIR","DRAGOJEVIC, IGOR","LAURINAVICIUS, JURGIS",MERCEDES-BENZ ARENA,7422,80,22,25,3,2,27,39,62,82,13,45,69,90,,,,,,,,
E2023_254,BAR-PAR,2024-03-14,20:30:00,29,REGULAR SEASON,E2023,94,76,FC BARCELONA,PARTIZAN MOZZART BET BELGRADE,BAR,PAR,"GRIMAU, ROGER","OBRADOVIC, ZELJKO",40:00,00:00,"LATISEVS, OLEGS","PASTUSIAK, PIOTR","SUKYS, ARTURAS",PALAU BLAUGRANA,7047,80,21,18,3,5,29,51,74,94,24,48,68,76,,,,,,,,
E2023_255,OLY-PAN,2024-03-14,18:45:00,29,REGULAR SEASON,E2023,71,65,OLYMPIACOS PIRAEUS,PANATHINAIKOS AKTOR ATHENS,OLY,PAN,"BARTZOKAS, GEORGIOS","ATAMAN, ERGIN",40:00,00:00,"RADOVIC, SRETEN","PERUGA, CARLOS","NIKOLIC, UROS",PEACE AND FRIENDSHIP STADIUM,11991,80,21,18,2,4,7,33,48,71,17,33,42,65,,,,,,,,
E2023_256,BAS-MIL,2024-03-14,20:30:00,29,REGULAR SEASON,E2023,88,73,BASKONIA VITORIA-GASTEIZ,EA7 EMPORIO ARMANI MILAN,BAS,MIL,"IVANOVIC, DUSKO","MESSINA, ETTORE",40:00,00:00,"BOLTAUZER, MATEJ","DIFALLAH, MEHDI","PEERANDI, RAIN",BUESA ARENA,8090,80,18,15,3,3,19,48,69,88,18,34,55,73,,,,,,,,
E2023_257,RED-TEL,2024-03-14,19:00:00,29,REGULAR SEASON,E2023,80,84,CRVENA ZVEZDA MERIDIANBET BELGRADE,MACCABI PLAYTIKA TEL AVIV,RED,TEL,"SFAIROPOULOS, IOANNIS","KATTASH, ODED",40:00,00:00,"ROCHA, FERNANDO","VILIUS, GYTIS","PETEK, SASO",STARK ARENA,12537,80,24,19,4,5,21,47,61,80,17,31,53,84,,,,,,,,
E2023_258,ULK-PAM,2024-03-14,18:45:00,29,REGULAR SEASON,E2023,118,88,FENERBAHCE BEKO ISTANBUL,VALENCIA BASKET,ULK,PAM,"JASIKEVICIUS, SARAS","MUMBRU, ALEX",40:00,00:00,"BELOSEVIC, ILIJA","FOUFIS, IOANNIS","HALLIKO, AARE",ULKER SPORTS AND EVENT HALL,8107,80,24,19,2,3,22,57,85,118,19,37,61,88,,,,,,,,
E2023_259,VIR-MAD,2024-03-15,20:30:00,29,REGULAR SEASON,E2023,74,89,VIRTUS SEGAFREDO BOLOGNA,REAL MADRID,VIR,MAD,"BANCHI, LUCA","MATEO, CHUS",40:00,00:00,"LOTTERMOSER, ROBERT","NEDOVIC, MILAN","UDYANSKYY, EDUARD",VIRTUS SEGAFREDO ARENA,9596,80,19,20,4,2,15,31,52,74,23,44,61,89,,,,,,,,
E2023_260,MUN-ZAL,2024-03-15,20:30:00,29,REGULAR SEASON,E2023,64,58,FC BAYERN MUNICH,ZALGIRIS KAUNAS,MUN,ZAL,"LASO, PABLO","TRINCHIERI, ANDREA",40:00,00:00,"MOGULKOC, EMIN","KOLJENSIC, MILOS","KARDUM, LUKA",BMW PARK,6500,80,17,18,3,5,18,33,50,64,10,21,37,58,,,,,,,,
E2023_261,ASV-IST,2024-03-15,20:00:00,29,REGULAR SEASON,E2023,84,80,LDLC ASVEL VILLEURBANNE,ANADOLU EFES ISTANBUL,ASV,IST,"POUPET, PIERRIC","MIJATOVIC, TOMISLAV",40:00,00:00,"GARCIA, JUAN CARLOS","PUKL,SASA","SHEMMESH, SEFFI",LDLC ARENA,8566,80,18,14,5,4,19,46,65,84,16,39,52,80,,,,,,,,
E2023_262,BER-MAD,2024-03-19,20:00:00,30,REGULAR SEASON,E2023,79,86,ALBA BERLIN,REAL MADRID,BER,MAD,"GONZALEZ, ISRAEL","MATEO, CHUS",40:00,00:00,"HORDOV, TOMISLAV","KOLJENSIC, MILOS","PETEK, SASO",MERCEDES-BENZ ARENA,11240,80,24,17,4,2,26,40,57,79,16,36,58,86,,,,,,,,
E2023_263,IST-OLY,2024-03-19,18:30:00,30,REGULAR SEASON,E2023,85,72,ANADOLU EFES ISTANBUL,OLYMPIACOS PIRAEUS,IST,OLY,"MIJATOVIC, TOMISLAV","BARTZOKAS, GEORGIOS",40:00,00:00,"BELOSEVIC, ILIJA","NEDOVIC, MILAN","BAENA, ALBERTO",SINAN ERDEM SPORTS HALL,14367,80,17,17,3,4,26,48,66,85,21,37,61,72,,,,,,,,
E2023_264,TEL-ASV,2024-03-19,20:05:00,30,REGULAR SEASON,E2023,98,90,MACCABI PLAYTIKA TEL AVIV,LDLC ASVEL VILLEURBANNE,TEL,ASV,"KATTASH, ODED","POUPET, PIERRIC",40:00,00:00,"PATERNICO, CARMELO","PEREZ, EMILIO","ZAMOJSKI, JAKUB",ALEKSANDAR NIKOLIC HALL,0,80,17,21,2,4,23,47,66,98,21,49,69,90,,,,,,,,
E2023_265,PAR-BAS,2024-03-19,20:30:00,30,REGULAR SEASON,E2023,87,83,PARTIZAN MOZZART BET BELGRADE,BASKONIA VITORIA-GASTEIZ,PAR,BAS,"OBRADOVIC, ZELJKO","IVANOVIC, DUSKO",40:00,00:00,"LOTTERMOSER, ROBERT","VILIUS, GYTIS","VYKLICKY, ROBERT",STARK ARENA,20174,80,19,15,4,4,23,44,69,87,16,42,60,83,,,,,,,,
E2023_266,ZAL-VIR,2024-03-19,19:00:00,30,REGULAR SEASON,E2023,96,81,ZALGIRIS KAUNAS,VIRTUS SEGAFREDO BOLOGNA,ZAL,VIR,"TRINCHIERI, ANDREA","BANCHI, LUCA",40:00,00:00,"RADOVIC, SRETEN","DIFALLAH, MEHDI","ALIAGA, JORDI",ZALGIRIO ARENA,12881,80,23,25,3,4,22,43,68,96,22,49,63,81,,,,,,,,
E2023_267,MCO-MIL,2024-03-20,19:00:00,30,REGULAR SEASON,E2023,80,98,AS MONACO,EA7 EMPORIO ARMANI MILAN,MCO,MIL,"OBRADOVIC, SASA","MESSINA, ETTORE",40:00,00:00,"PEREZ, MIGUEL ANGEL","NIKOLIC, UROS","FOUFIS, IOANNIS",SALLE GASTON MEDECIN,4112,80,18,22,4,2,20,44,67,80,27,58,76,98,,,,,,,,
E2023_268,RED-PAN,2024-03-20,20:00:00,30,REGULAR SEASON,E2023,76,89,CRVENA ZVEZDA MERIDIANBET BELGRADE,PANATHINAIKOS AKTOR ATHENS,RED,PAN,"SFAIROPOULOS, IOANNIS","ATAMAN, ERGIN",40:00,00:00,"GARCIA, JUAN CARLOS","PASTUSIAK, PIOTR","KONSTANTINOVS, KRISTAPS",STARK ARENA,13126,80,23,19,5,3,20,41,56,76,29,51,70,89,,,,,,,,
E2023_269,ULK-BAR,2024-03-20,18:45:00,30,REGULAR SEASON,E2023,88,74,FENERBAHCE BEKO ISTANBUL,FC BARCELONA,ULK,BAR,"JASIKEVICIUS, SARAS","GRIMAU, ROGER",40:00,00:00,"BOLTAUZER, MATEJ","BISSANG, JOSEPH","KARDUM, LUKA",ULKER SPORTS AND EVENT HALL,12960,80,20,24,4,5,23,46,62,88,11,25,57,74,,,,,,,,
E2023_270,PAM-MUN,2024-03-20,20:30:00,30,REGULAR SEASON,E2023,70,68,VALENCIA BASKET,FC BAYERN MUNICH,PAM,MUN,"MUMBRU, ALEX","LASO, PABLO",40:00,00:00,"JAVOR, DAMIR","JOVCIC, MILIVOJE","SUKYS, ARTURAS",PABELLON FUENTE DE SAN LUIS,5764,80,24,26,3,5,28,45,57,70,15,37,56,68,,,,,,,,
E2023_271,IST-BER,2024-03-21,18:30:00,31,REGULAR SEASON,E2023,85,84,ANADOLU EFES ISTANBUL,ALBA BERLIN,IST,BER,"MIJATOVIC, TOMISLAV","GONZALEZ, ISRAEL",40:00,00:00,"LATISEVS, OLEGS","SILVA, SERGIO","TSAROUCHA, VASILIKI",SINAN ERDEM SPORTS HALL,10057,80,19,15,2,3,23,53,65,85,23,40,67,84,,,,,,,,
E2023_272,OLY-ASV,2024-03-21,20:15:00,31,REGULAR SEASON,E2023,80,64,OLYMPIACOS PIRAEUS,LDLC ASVEL VILLEURBANNE,OLY,ASV,"BARTZOKAS, GEORGIOS","POUPET, PIERRIC",40:00,00:00,"LOTTERMOSER, ROBERT","TRAWICKI, TOMASZ","MAJKIC, MARIO",PEACE AND FRIENDSHIP STADIUM,9887,80,18,15,1,1,20,43,54,80,12,35,55,64,,,,,,,,
E2023_273,PAR-MAD,2024-03-21,20:30:00,31,REGULAR SEASON,E2023,76,88,PARTIZAN MOZZART BET BELGRADE,REAL MADRID,PAR,MAD,"OBRADOVIC, ZELJKO","MATEO, CHUS",40:00,00:00,"ROCHA, FERNANDO","ZAMOJSKI, JAKUB","PEERANDI, RAIN",STARK ARENA,20200,80,20,21,4,1,13,31,54,76,13,33,68,88,,,,,,,,
